Año,Mes,CCAA,Producto,Volumen (miles de kg),Penetración (%)
2020,4,Andalucia,VERD./HORT. IV GAMA,5597.5,67.65
2020,4,Andalucia,PUERRO,857.39,34.09
2020,4,Aragon,TOTAL PATATAS,4709.62,91.31
2020,4,Aragon,PATATAS FRESCAS,3695.89,92.34
2020,4,Aragon,PATATAS CONGELADAS,64.86,9.35
2020,4,Aragon,PATATAS PROCESADAS,189.77,48.78
2020,4,Aragon,PATATAS FRITAS,175.37,48.6
2020,4,Aragon,T.HORTALIZAS FRESCAS,10415.76,98.04
2020,4,Aragon,TOMATES,1623.2,87.18
2020,4,Aragon,CEBOLLAS,1287.39,83.94
2020,4,Aragon,AJOS,119.47,36.69
2020,4,Aragon,COLES,289.87,22.04
2020,4,Aragon,PEPINOS,341.88,32.17
2020,4,Aragon,JUDIAS VERDES,412.36,52.51
2020,4,Aragon,PIMIENTOS,631.68,71.27
2020,4,Aragon,CHAMPIÑONES+O.SETAS,232.73,54.12
2020,4,Aragon,LECHUGA/ESC./ENDIVIA,960.45,82.94
2020,4,Aragon,ESPARRAGOS,292.0,26.08
2020,4,Aragon,VERDURAS DE HOJA,590.97,41.01
2020,4,Aragon,BERENJENAS,225.59,38.44
2020,4,Aragon,ZANAHORIAS,613.73,68.87
2020,4,Aragon,CALABACINES,765.32,65.25
2020,4,Aragon,OTR.HORTALIZAS/VERD.,2029.13,83.5
2020,4,Aragon,BROCOLI,293.73,33.9
2020,4,Aragon,ALCACHOFAS,323.01,34.62
2020,4,Aragon,APIO,91.02,13.68
2020,4,Aragon,COLIFLOR,62.68,9.05
2020,4,Aragon,VERD./HORT. IV GAMA,873.49,67.49
2020,4,Aragon,PUERRO,142.55,35.98
2020,4,Asturias,TOTAL PATATAS,4265.17,81.04
2020,4,Asturias,PATATAS FRESCAS,3387.98,68.3
2020,4,Asturias,PATATAS CONGELADAS,82.43,7.39
2020,4,Asturias,PATATAS PROCESADAS,158.95,47.36
2020,4,Asturias,PATATAS FRITAS,118.2,44.23
2020,4,Asturias,T.HORTALIZAS FRESCAS,5421.9,98.0
2020,4,Asturias,TOMATES,1025.4,75.75
2020,4,Asturias,CEBOLLAS,930.78,85.96
2020,4,Asturias,AJOS,115.19,60.21
2020,4,Asturias,COLES,174.39,29.85
2020,4,Asturias,PEPINOS,76.17,23.16
2020,4,Asturias,JUDIAS VERDES,137.4,21.43
2020,4,Asturias,PIMIENTOS,458.28,72.19
2020,4,Asturias,CHAMPIÑONES+O.SETAS,155.74,37.51
2020,4,Asturias,LECHUGA/ESC./ENDIVIA,458.26,68.26
2020,4,Asturias,ESPARRAGOS,84.44,10.63
2020,4,Asturias,VERDURAS DE HOJA,110.05,18.36
2020,4,Asturias,BERENJENAS,179.96,28.7
2020,4,Asturias,ZANAHORIAS,421.13,65.47
2020,4,Asturias,CALABACINES,414.76,48.82
2020,4,Asturias,OTR.HORTALIZAS/VERD.,679.95,65.49
2020,4,Asturias,BROCOLI,160.13,20.45
2020,4,Asturias,ALCACHOFAS,73.09,6.78
2020,4,Asturias,APIO,18.78,5.89
2020,4,Asturias,COLIFLOR,17.22,3.57
2020,4,Asturias,VERD./HORT. IV GAMA,493.08,57.95
2020,4,Asturias,PUERRO,71.12,30.54
2020,4,Baleares,TOTAL PATATAS,4248.3,91.08
2020,4,Baleares,PATATAS FRESCAS,2909.26,81.42
2020,4,Baleares,PATATAS CONGELADAS,97.6,13.31
2020,4,Baleares,PATATAS PROCESADAS,248.29,64.84
2020,4,Baleares,PATATAS FRITAS,190.46,62.69
2020,4,Baleares,T.HORTALIZAS FRESCAS,9985.16,99.2
2020,4,Baleares,TOMATES,1696.99,93.1
2020,4,Baleares,CEBOLLAS,1318.63,91.17
2020,4,Baleares,AJOS,142.27,44.97
2020,4,Baleares,COLES,351.08,32.14
2020,4,Baleares,PEPINOS,184.14,45.09
2020,4,Baleares,JUDIAS VERDES,226.73,48.15
2020,4,Baleares,PIMIENTOS,866.49,78.53
2020,4,Baleares,CHAMPIÑONES+O.SETAS,289.81,58.55
2020,4,Baleares,LECHUGA/ESC./ENDIVIA,621.54,85.56
2020,4,Baleares,ESPARRAGOS,107.3,12.53
2020,4,Baleares,VERDURAS DE HOJA,293.17,48.14
2020,4,Baleares,BERENJENAS,335.08,43.12
2020,4,Baleares,ZANAHORIAS,809.96,72.42
2020,4,Baleares,CALABACINES,752.58,57.84
2020,4,Baleares,OTR.HORTALIZAS/VERD.,1989.36,91.41
2020,4,Baleares,BROCOLI,126.76,24.74
2020,4,Baleares,ALCACHOFAS,409.9,44.59
2020,4,Baleares,APIO,127.17,20.58
2020,4,Baleares,COLIFLOR,119.71,20.97
2020,4,Baleares,VERD./HORT. IV GAMA,1085.81,71.89
2020,4,Baleares,PUERRO,153.34,37.24
2020,4,Canarias,TOTAL PATATAS,8084.98,85.07
2020,4,Canarias,PATATAS FRESCAS,6269.72,75.14
2020,4,Canarias,PATATAS CONGELADAS,266.71,9.05
2020,4,Canarias,PATATAS PROCESADAS,309.71,45.22
2020,4,Canarias,PATATAS FRITAS,272.36,44.1
2020,4,Canarias,T.HORTALIZAS FRESCAS,15659.2,98.9
2020,4,Canarias,TOMATES,2902.4,87.69
2020,4,Canarias,CEBOLLAS,2121.06,88.85
2020,4,Canarias,AJOS,174.99,46.9
2020,4,Canarias,COLES,421.74,30.12
2020,4,Canarias,PEPINOS,367.57,42.61
2020,4,Canarias,JUDIAS VERDES,151.71,22.6
2020,4,Canarias,PIMIENTOS,1305.6,80.14
2020,4,Canarias,CHAMPIÑONES+O.SETAS,341.16,44.23
2020,4,Canarias,LECHUGA/ESC./ENDIVIA,739.78,69.33
2020,4,Canarias,ESPARRAGOS,13.93,2.1
2020,4,Canarias,VERDURAS DE HOJA,221.83,27.46
2020,4,Canarias,BERENJENAS,291.83,32.57
2020,4,Canarias,ZANAHORIAS,1349.91,83.55
2020,4,Canarias,CALABACINES,1947.62,78.08
2020,4,Canarias,OTR.HORTALIZAS/VERD.,3308.08,90.42
2020,4,Canarias,BROCOLI,83.44,5.86
2020,4,Canarias,ALCACHOFAS,9.75,1.59
2020,4,Canarias,APIO,92.7,12.88
2020,4,Canarias,COLIFLOR,339.92,20.38
2020,4,Canarias,VERD./HORT. IV GAMA,2279.69,67.03
2020,4,Canarias,PUERRO,285.57,44.68
2020,4,Cantabria,TOTAL PATATAS,1641.53,69.98
2020,4,Cantabria,PATATAS FRESCAS,1276.33,66.71
2020,4,Cantabria,PATATAS CONGELADAS,82.71,15.22
2020,4,Cantabria,PATATAS PROCESADAS,56.5,37.63
2020,4,Cantabria,PATATAS FRITAS,46.17,35.91
2020,4,Cantabria,T.HORTALIZAS FRESCAS,2504.67,98.82
2020,4,Cantabria,TOMATES,400.07,87.68
2020,4,Cantabria,CEBOLLAS,376.23,84.38
2020,4,Cantabria,AJOS,37.17,42.85
2020,4,Cantabria,COLES,94.57,13.86
2020,4,Cantabria,PEPINOS,64.46,24.5
2020,4,Cantabria,JUDIAS VERDES,73.68,25.15
2020,4,Cantabria,PIMIENTOS,291.92,70.52
2020,4,Cantabria,CHAMPIÑONES+O.SETAS,85.83,39.04
2020,4,Cantabria,LECHUGA/ESC./ENDIVIA,201.36,72.31
2020,4,Cantabria,ESPARRAGOS,30.5,14.97
2020,4,Cantabria,VERDURAS DE HOJA,29.37,26.87
2020,4,Cantabria,BERENJENAS,73.08,28.85
2020,4,Cantabria,ZANAHORIAS,217.37,65.29
2020,4,Cantabria,CALABACINES,170.92,45.34
2020,4,Cantabria,OTR.HORTALIZAS/VERD.,358.14,67.16
2020,4,Cantabria,BROCOLI,21.84,9.38
2020,4,Cantabria,ALCACHOFAS,52.13,15.16
2020,4,Cantabria,APIO,11.05,6.25
2020,4,Cantabria,COLIFLOR,34.01,9.55
2020,4,Cantabria,VERD./HORT. IV GAMA,285.36,71.25
2020,4,Cantabria,PUERRO,46.93,31.04
2020,4,Castilla La Mancha,TOTAL PATATAS,6355.35,84.55
2020,4,Castilla La Mancha,PATATAS FRESCAS,4279.63,69.31
2020,4,Castilla La Mancha,PATATAS CONGELADAS,322.0,17.69
2020,4,Castilla La Mancha,PATATAS PROCESADAS,350.74,63.17
2020,4,Castilla La Mancha,PATATAS FRITAS,316.55,62.57
2020,4,Castilla La Mancha,T.HORTALIZAS FRESCAS,10694.84,96.88
2020,4,Castilla La Mancha,TOMATES,2699.5,87.89
2020,4,Castilla La Mancha,CEBOLLAS,1226.13,69.8
2020,4,Castilla La Mancha,AJOS,160.27,44.28
2020,4,Castilla La Mancha,COLES,180.16,17.25
2020,4,Castilla La Mancha,PEPINOS,527.29,38.52
2020,4,Castilla La Mancha,JUDIAS VERDES,322.35,37.48
2020,4,Castilla La Mancha,PIMIENTOS,1067.43,80.02
2020,4,Castilla La Mancha,CHAMPIÑONES+O.SETAS,293.68,51.32
2020,4,Castilla La Mancha,LECHUGA/ESC./ENDIVIA,581.96,66.76
2020,4,Castilla La Mancha,ESPARRAGOS,184.09,21.69
2020,4,Castilla La Mancha,VERDURAS DE HOJA,258.65,25.87
2020,4,Castilla La Mancha,BERENJENAS,281.83,43.48
2020,4,Castilla La Mancha,ZANAHORIAS,669.4,60.75
2020,4,Castilla La Mancha,CALABACINES,737.54,62.15
2020,4,Castilla La Mancha,OTR.HORTALIZAS/VERD.,1504.57,73.52
2020,4,Castilla La Mancha,BROCOLI,150.05,18.73
2020,4,Castilla La Mancha,ALCACHOFAS,211.46,24.38
2020,4,Castilla La Mancha,APIO,41.19,10.07
2020,4,Castilla La Mancha,COLIFLOR,131.78,13.25
2020,4,Castilla La Mancha,VERD./HORT. IV GAMA,972.02,64.28
2020,4,Castilla La Mancha,PUERRO,172.56,31.4
2020,4,Castilla Leon,TOTAL PATATAS,6043.08,78.64
2020,4,Castilla Leon,PATATAS FRESCAS,4291.31,65.99
2020,4,Castilla Leon,PATATAS CONGELADAS,141.23,5.57
2020,4,Castilla Leon,PATATAS PROCESADAS,322.11,51.4
2020,4,Castilla Leon,PATATAS FRITAS,259.36,50.06
2020,4,Castilla Leon,T.HORTALIZAS FRESCAS,12900.59,97.44
2020,4,Castilla Leon,TOMATES,2366.08,80.83
2020,4,Castilla Leon,CEBOLLAS,1749.54,73.93
2020,4,Castilla Leon,AJOS,214.01,47.05
2020,4,Castilla Leon,COLES,513.92,27.32
2020,4,Castilla Leon,PEPINOS,364.94,22.83
2020,4,Castilla Leon,JUDIAS VERDES,236.54,25.11
2020,4,Castilla Leon,PIMIENTOS,1121.52,71.86
2020,4,Castilla Leon,CHAMPIÑONES+O.SETAS,294.08,37.81
2020,4,Castilla Leon,LECHUGA/ESC./ENDIVIA,1195.36,77.92
2020,4,Castilla Leon,ESPARRAGOS,148.31,12.37
2020,4,Castilla Leon,VERDURAS DE HOJA,424.5,24.11
2020,4,Castilla Leon,BERENJENAS,274.71,25.61
2020,4,Castilla Leon,ZANAHORIAS,1193.95,67.42
2020,4,Castilla Leon,CALABACINES,1138.33,58.02
2020,4,Castilla Leon,OTR.HORTALIZAS/VERD.,1664.79,72.21
2020,4,Castilla Leon,BROCOLI,249.13,22.41
2020,4,Castilla Leon,ALCACHOFAS,175.47,16.24
2020,4,Castilla Leon,APIO,27.89,4.39
2020,4,Castilla Leon,COLIFLOR,254.91,17.9
2020,4,Castilla Leon,VERD./HORT. IV GAMA,1311.31,64.3
2020,4,Castilla Leon,PUERRO,225.68,36.56
2020,4,Cataluña,TOTAL PATATAS,23795.56,87.47
2020,4,Cataluña,PATATAS FRESCAS,16233.23,80.3
2020,4,Cataluña,PATATAS CONGELADAS,844.8,14.04
2020,4,Cataluña,PATATAS PROCESADAS,1343.51,57.27
2020,4,Cataluña,PATATAS FRITAS,1142.72,56.04
2020,4,Cataluña,T.HORTALIZAS FRESCAS,56651.29,98.72
2020,4,Cataluña,TOMATES,10776.98,91.71
2020,4,Cataluña,CEBOLLAS,7258.56,83.69
2020,4,Cataluña,AJOS,555.02,42.7
2020,4,Cataluña,COLES,1439.74,29.33
2020,4,Cataluña,PEPINOS,1366.24,36.52
2020,4,Cataluña,JUDIAS VERDES,1642.07,44.03
2020,4,Cataluña,PIMIENTOS,4468.79,74.72
2020,4,Cataluña,CHAMPIÑONES+O.SETAS,1205.95,46.68
2020,4,Cataluña,LECHUGA/ESC./ENDIVIA,3887.99,73.46
2020,4,Cataluña,ESPARRAGOS,1069.42,20.75
2020,4,Cataluña,VERDURAS DE HOJA,1553.77,38.05
2020,4,Cataluña,BERENJENAS,2262.42,56.85
2020,4,Cataluña,ZANAHORIAS,3260.03,66.99
2020,4,Cataluña,CALABACINES,3874.98,63.07
2020,4,Cataluña,OTR.HORTALIZAS/VERD.,12029.32,85.71
2020,4,Cataluña,BROCOLI,1394.82,30.85
2020,4,Cataluña,ALCACHOFAS,3519.91,47.71
2020,4,Cataluña,APIO,549.17,18.53
2020,4,Cataluña,COLIFLOR,599.02,15.69
2020,4,Cataluña,VERD./HORT. IV GAMA,6408.13,76.97
2020,4,Cataluña,PUERRO,1079.83,34.09
2020,4,Extremadura,TOTAL PATATAS,3640.84,88.66
2020,4,Extremadura,PATATAS FRESCAS,2567.1,83.92
2020,4,Extremadura,PATATAS CONGELADAS,121.23,17.15
2020,4,Extremadura,PATATAS PROCESADAS,190.5,57.43
2020,4,Extremadura,PATATAS FRITAS,179.31,55.99
2020,4,Extremadura,T.HORTALIZAS FRESCAS,6295.86,97.49
2020,4,Extremadura,TOMATES,1367.73,83.15
2020,4,Extremadura,CEBOLLAS,789.4,81.2
2020,4,Extremadura,AJOS,89.52,45.73
2020,4,Extremadura,COLES,192.15,22.15
2020,4,Extremadura,PEPINOS,143.66,31.56
2020,4,Extremadura,JUDIAS VERDES,108.44,23.76
2020,4,Extremadura,PIMIENTOS,560.9,69.63
2020,4,Extremadura,CHAMPIÑONES+O.SETAS,109.72,33.03
2020,4,Extremadura,LECHUGA/ESC./ENDIVIA,561.61,66.34
2020,4,Extremadura,ESPARRAGOS,78.62,10.86
2020,4,Extremadura,VERDURAS DE HOJA,247.21,37.5
2020,4,Extremadura,BERENJENAS,125.43,27.53
2020,4,Extremadura,ZANAHORIAS,402.74,63.82
2020,4,Extremadura,CALABACINES,521.44,63.54
2020,4,Extremadura,OTR.HORTALIZAS/VERD.,997.3,73.3
2020,4,Extremadura,BROCOLI,125.66,17.79
2020,4,Extremadura,ALCACHOFAS,157.21,27.88
2020,4,Extremadura,APIO,41.72,15.14
2020,4,Extremadura,COLIFLOR,57.01,10.52
2020,4,Extremadura,VERD./HORT. IV GAMA,685.35,67.47
2020,4,Extremadura,PUERRO,95.27,35.34
2020,4,Galicia,TOTAL PATATAS,9246.82,77.03
2020,4,Galicia,PATATAS FRESCAS,7166.21,63.51
2020,4,Galicia,PATATAS CONGELADAS,235.19,9.74
2020,4,Galicia,PATATAS PROCESADAS,369.08,44.07
2020,4,Galicia,PATATAS FRITAS,270.81,39.91
2020,4,Galicia,T.HORTALIZAS FRESCAS,14693.0,97.94
2020,4,Galicia,TOMATES,2342.8,81.32
2020,4,Galicia,CEBOLLAS,1834.25,73.65
2020,4,Galicia,AJOS,204.97,46.35
2020,4,Galicia,COLES,1300.63,31.05
2020,4,Galicia,PEPINOS,200.07,17.81
2020,4,Galicia,JUDIAS VERDES,341.33,30.64
2020,4,Galicia,PIMIENTOS,1236.94,68.1
2020,4,Galicia,CHAMPIÑONES+O.SETAS,229.31,33.76
2020,4,Galicia,LECHUGA/ESC./ENDIVIA,1375.85,68.21
2020,4,Galicia,ESPARRAGOS,162.68,9.2
2020,4,Galicia,VERDURAS DE HOJA,276.17,20.45
2020,4,Galicia,BERENJENAS,295.49,25.06
2020,4,Galicia,ZANAHORIAS,1294.94,72.66
2020,4,Galicia,CALABACINES,806.23,44.43
2020,4,Galicia,OTR.HORTALIZAS/VERD.,2791.34,72.3
2020,4,Galicia,BROCOLI,415.12,31.35
2020,4,Galicia,ALCACHOFAS,401.43,11.1
2020,4,Galicia,APIO,63.97,3.3
2020,4,Galicia,COLIFLOR,121.29,6.55
2020,4,Galicia,VERD./HORT. IV GAMA,1090.22,56.35
2020,4,Galicia,PUERRO,413.77,33.42
2020,4,La Rioja,TOTAL PATATAS,694.86,80.72
2020,4,La Rioja,PATATAS FRESCAS,534.78,77.39
2020,4,La Rioja,PATATAS CONGELADAS,12.84,4.59
2020,4,La Rioja,PATATAS PROCESADAS,29.45,39.11
2020,4,La Rioja,PATATAS FRITAS,25.54,39.2
2020,4,La Rioja,T.HORTALIZAS FRESCAS,1580.79,96.35
2020,4,La Rioja,TOMATES,149.75,55.3
2020,4,La Rioja,CEBOLLAS,250.61,70.38
2020,4,La Rioja,AJOS,17.83,31.2
2020,4,La Rioja,COLES,20.85,7.22
2020,4,La Rioja,PEPINOS,33.69,13.49
2020,4,La Rioja,JUDIAS VERDES,36.45,30.69
2020,4,La Rioja,PIMIENTOS,167.0,73.09
2020,4,La Rioja,CHAMPIÑONES+O.SETAS,127.66,55.56
2020,4,La Rioja,LECHUGA/ESC./ENDIVIA,129.46,70.0
2020,4,La Rioja,ESPARRAGOS,70.34,18.18
2020,4,La Rioja,VERDURAS DE HOJA,40.79,27.4
2020,4,La Rioja,BERENJENAS,20.83,19.06
2020,4,La Rioja,ZANAHORIAS,123.87,60.39
2020,4,La Rioja,CALABACINES,102.05,67.85
2020,4,La Rioja,OTR.HORTALIZAS/VERD.,289.61,71.67
2020,4,La Rioja,BROCOLI,23.51,16.98
2020,4,La Rioja,ALCACHOFAS,40.81,13.07
2020,4,La Rioja,APIO,27.99,26.32
2020,4,La Rioja,COLIFLOR,19.81,12.54
2020,4,La Rioja,VERD./HORT. IV GAMA,257.38,59.36
2020,4,La Rioja,PUERRO,45.02,47.43
2020,4,Madrid,TOTAL PATATAS,21492.19,89.08
2020,4,Madrid,PATATAS FRESCAS,14522.41,82.49
2020,4,Madrid,PATATAS CONGELADAS,694.81,12.46
2020,4,Madrid,PATATAS PROCESADAS,1254.99,58.64
2020,4,Madrid,PATATAS FRITAS,1012.37,56.4
2020,4,Madrid,T.HORTALIZAS FRESCAS,43162.75,98.75
2020,4,Madrid,TOMATES,9323.64,90.57
2020,4,Madrid,CEBOLLAS,5010.66,81.98
2020,4,Madrid,AJOS,509.71,51.18
2020,4,Madrid,COLES,1531.24,31.71
2020,4,Madrid,PEPINOS,1233.82,40.33
2020,4,Madrid,JUDIAS VERDES,1175.13,39.98
2020,4,Madrid,PIMIENTOS,3606.99,79.08
2020,4,Madrid,CHAMPIÑONES+O.SETAS,1046.64,45.25
2020,4,Madrid,LECHUGA/ESC./ENDIVIA,2411.33,71.94
2020,4,Madrid,ESPARRAGOS,905.07,24.17
2020,4,Madrid,VERDURAS DE HOJA,1227.01,39.03
2020,4,Madrid,BERENJENAS,1375.27,43.09
2020,4,Madrid,ZANAHORIAS,3070.28,70.37
2020,4,Madrid,CALABACINES,3676.24,71.28
2020,4,Madrid,OTR.HORTALIZAS/VERD.,7059.7,85.06
2020,4,Madrid,BROCOLI,931.75,26.46
2020,4,Madrid,ALCACHOFAS,1001.04,25.93
2020,4,Madrid,APIO,320.21,13.37
2020,4,Madrid,COLIFLOR,305.42,10.32
2020,4,Madrid,VERD./HORT. IV GAMA,5043.38,75.78
2020,4,Madrid,PUERRO,1173.33,47.12
2020,4,Murcia,TOTAL PATATAS,4675.6,89.68
2020,4,Murcia,PATATAS FRESCAS,3380.14,79.22
2020,4,Murcia,PATATAS CONGELADAS,169.01,13.51
2020,4,Murcia,PATATAS PROCESADAS,225.29,60.69
2020,4,Murcia,PATATAS FRITAS,205.02,59.63
2020,4,Murcia,T.HORTALIZAS FRESCAS,9391.14,97.32
2020,4,Murcia,TOMATES,2295.07,87.78
2020,4,Murcia,CEBOLLAS,1019.43,82.8
2020,4,Murcia,AJOS,82.33,36.47
2020,4,Murcia,COLES,125.98,12.79
2020,4,Murcia,PEPINOS,420.56,52.46
2020,4,Murcia,JUDIAS VERDES,173.14,37.49
2020,4,Murcia,PIMIENTOS,861.53,79.85
2020,4,Murcia,CHAMPIÑONES+O.SETAS,193.06,52.6
2020,4,Murcia,LECHUGA/ESC./ENDIVIA,476.85,69.34
2020,4,Murcia,ESPARRAGOS,112.08,21.52
2020,4,Murcia,VERDURAS DE HOJA,197.52,41.64
2020,4,Murcia,BERENJENAS,402.13,62.47
2020,4,Murcia,ZANAHORIAS,515.74,63.8
2020,4,Murcia,CALABACINES,653.02,71.42
2020,4,Murcia,OTR.HORTALIZAS/VERD.,1862.69,79.97
2020,4,Murcia,BROCOLI,307.4,28.77
2020,4,Murcia,ALCACHOFAS,459.51,36.24
2020,4,Murcia,APIO,52.02,16.79
2020,4,Murcia,COLIFLOR,101.32,16.23
2020,4,Murcia,VERD./HORT. IV GAMA,936.01,70.01
2020,4,Murcia,PUERRO,145.59,35.28
2020,4,Navarra,TOTAL PATATAS,1809.09,75.44
2020,4,Navarra,PATATAS FRESCAS,1432.12,73.35
2020,4,Navarra,PATATAS CONGELADAS,66.82,18.67
2020,4,Navarra,PATATAS PROCESADAS,62.03,38.11
2020,4,Navarra,PATATAS FRITAS,57.87,37.64
2020,4,Navarra,T.HORTALIZAS FRESCAS,4148.54,98.05
2020,4,Navarra,TOMATES,477.95,65.1
2020,4,Navarra,CEBOLLAS,426.29,65.02
2020,4,Navarra,AJOS,39.08,42.54
2020,4,Navarra,COLES,306.83,39.4
2020,4,Navarra,PEPINOS,80.61,18.88
2020,4,Navarra,JUDIAS VERDES,152.14,46.54
2020,4,Navarra,PIMIENTOS,237.46,68.3
2020,4,Navarra,CHAMPIÑONES+O.SETAS,144.75,59.58
2020,4,Navarra,LECHUGA/ESC./ENDIVIA,361.52,73.97
2020,4,Navarra,ESPARRAGOS,213.45,23.17
2020,4,Navarra,VERDURAS DE HOJA,117.12,29.16
2020,4,Navarra,BERENJENAS,96.06,30.73
2020,4,Navarra,ZANAHORIAS,243.31,75.16
2020,4,Navarra,CALABACINES,335.12,76.09
2020,4,Navarra,OTR.HORTALIZAS/VERD.,916.84,81.37
2020,4,Navarra,BROCOLI,250.37,28.9
2020,4,Navarra,ALCACHOFAS,139.84,21.87
2020,4,Navarra,APIO,35.84,13.83
2020,4,Navarra,COLIFLOR,25.75,8.95
2020,4,Navarra,VERD./HORT. IV GAMA,348.25,67.71
2020,4,Navarra,PUERRO,62.64,41.54
2020,4,Pais Vasco,TOTAL PATATAS,7732.27,90.45
2020,4,Pais Vasco,PATATAS FRESCAS,5594.83,85.23
2020,4,Pais Vasco,PATATAS CONGELADAS,122.6,5.92
2020,4,Pais Vasco,PATATAS PROCESADAS,402.97,57.88
2020,4,Pais Vasco,PATATAS FRITAS,362.89,57.11
2020,4,Pais Vasco,T.HORTALIZAS FRESCAS,15242.19,98.02
2020,4,Pais Vasco,TOMATES,2668.09,85.07
2020,4,Pais Vasco,CEBOLLAS,2171.75,84.6
2020,4,Pais Vasco,AJOS,190.26,51.21
2020,4,Pais Vasco,COLES,370.71,27.19
2020,4,Pais Vasco,PEPINOS,400.99,26.44
2020,4,Pais Vasco,JUDIAS VERDES,504.0,45.15
2020,4,Pais Vasco,PIMIENTOS,1308.72,71.1
2020,4,Pais Vasco,CHAMPIÑONES+O.SETAS,496.01,57.26
2020,4,Pais Vasco,LECHUGA/ESC./ENDIVIA,1110.39,78.27
2020,4,Pais Vasco,ESPARRAGOS,311.3,19.89
2020,4,Pais Vasco,VERDURAS DE HOJA,441.19,32.21
2020,4,Pais Vasco,BERENJENAS,344.38,36.63
2020,4,Pais Vasco,ZANAHORIAS,1257.3,78.68
2020,4,Pais Vasco,CALABACINES,1309.85,69.1
2020,4,Pais Vasco,OTR.HORTALIZAS/VERD.,2357.24,80.09
2020,4,Pais Vasco,BROCOLI,282.64,23.36
2020,4,Pais Vasco,ALCACHOFAS,348.16,26.12
2020,4,Pais Vasco,APIO,25.03,3.51
2020,4,Pais Vasco,COLIFLOR,142.99,9.68
2020,4,Pais Vasco,VERD./HORT. IV GAMA,1300.3,68.78
2020,4,Pais Vasco,PUERRO,374.67,54.09
2020,4,Valencia,TOTAL PATATAS,15406.52,88.37
2020,4,Valencia,PATATAS FRESCAS,10449.78,77.94
2020,4,Valencia,PATATAS CONGELADAS,528.07,15.51
2020,4,Valencia,PATATAS PROCESADAS,885.73,59.1
2020,4,Valencia,PATATAS FRITAS,764.77,57.39
2020,4,Valencia,T.HORTALIZAS FRESCAS,33227.32,98.15
2020,4,Valencia,TOMATES,6288.1,87.89
2020,4,Valencia,CEBOLLAS,4480.29,76.73
2020,4,Valencia,AJOS,317.84,35.9
2020,4,Valencia,COLES,684.13,22.36
2020,4,Valencia,PEPINOS,1243.04,40.58
2020,4,Valencia,JUDIAS VERDES,748.97,36.66
2020,4,Valencia,PIMIENTOS,2714.78,75.67
2020,4,Valencia,CHAMPIÑONES+O.SETAS,910.76,53.24
2020,4,Valencia,LECHUGA/ESC./ENDIVIA,1926.72,71.6
2020,4,Valencia,ESPARRAGOS,438.03,19.36
2020,4,Valencia,VERDURAS DE HOJA,944.52,36.01
2020,4,Valencia,BERENJENAS,1116.66,47.63
2020,4,Valencia,ZANAHORIAS,1988.52,65.68
2020,4,Valencia,CALABACINES,2137.87,64.79
2020,4,Valencia,OTR.HORTALIZAS/VERD.,7287.09,87.53
2020,4,Valencia,BROCOLI,522.85,24.54
2020,4,Valencia,ALCACHOFAS,2000.21,51.9
2020,4,Valencia,APIO,306.73,15.34
2020,4,Valencia,COLIFLOR,422.29,15.59
2020,4,Valencia,VERD./HORT. IV GAMA,3642.96,73.42
2020,4,Valencia,PUERRO,526.15,34.37
2020,4,Total Nacional,T.FRUTAS FRESCAS,434581.01,97.92
2020,4,Total Nacional,NARANJAS,124241.2,68.48
2020,4,Total Nacional,MANDARINAS,27983.48,47.15
2020,4,Total Nacional,LIMONES,14690.94,49.2
2020,4,Total Nacional,PLATANOS,72556.54,87.58
2020,4,Total Nacional,MANZANAS,59827.55,79.13
2020,4,Total Nacional,PERAS,28018.36,59.21
2020,4,Total Nacional,MELOCOTONES,1207.67,5.94
2020,4,Total Nacional,NECTARINAS,1513.48,6.21
2020,4,Total Nacional,ALBARICOQUES,718.04,6.17
2020,4,Total Nacional,FRESAS/FRESON,35622.95,70.98
2020,4,Total Nacional,MELON,9486.76,13.22
2020,4,Total Nacional,SANDIA,7902.54,10.14
2020,4,Total Nacional,CIRUELAS,1711.18,9.83
2020,4,Total Nacional,CEREZAS,114.99,1.07
2020,4,Total Nacional,UVAS,3800.16,15.82
2020,4,Total Nacional,KIWI,15285.96,44.21
2020,4,Total Nacional,AGUACATE,7420.39,35.79
2020,4,Total Nacional,PIÑA,9958.09,21.37
2020,4,Total Nacional,OTRAS FRUTAS FRESCAS,12520.72,35.55
2020,4,Total Nacional,POMELO,1844.77,3.21
2020,4,Total Nacional,CHIRIMOYA,10.11,0.07
2020,4,Total Nacional,MANGO,2976.04,12.35
2020,4,Total Nacional,FRUTAS IV GAMA,17719.29,32.81
2020,4,Andalucia,T.FRUTAS FRESCAS,68180.69,97.21
2020,4,Andalucia,NARANJAS,19913.09,64.21
2020,4,Andalucia,MANDARINAS,4181.42,45.05
2020,4,Andalucia,LIMONES,2066.61,40.18
2020,4,Andalucia,PLATANOS,11328.61,85.18
2020,4,Andalucia,MANZANAS,8953.25,76.29
2020,4,Andalucia,PERAS,4109.22,57.42
2020,4,Andalucia,MELOCOTONES,206.24,7.42
2020,4,Andalucia,NECTARINAS,329.86,7.97
2020,4,Andalucia,ALBARICOQUES,196.75,7.22
2020,4,Andalucia,FRESAS/FRESON,5761.11,71.16
2020,4,Andalucia,MELON,1476.09,14.62
2020,4,Andalucia,SANDIA,1828.05,12.09
2020,4,Andalucia,CIRUELAS,295.43,9.18
